structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,donor,sample
4395,15,7383,CX,DTA,"anterior group of nuclei, left",1035188,100,72,95,-6.7,-19.3,22.2,donor10021,donor10021_sample_766
4400,15,7391,CX,DTM,"medial group of nuclei, left",1035187,103,81,100,-9.9,-25.1,12.1,donor10021,donor10021_sample_767
4432,15,7304,CX,ILr,"rostral group of intralaminar nuclei, left",1035185,103,72,96,-10,-20.4,22.3,donor10021,donor10021_sample_768
4437,15,7312,CX,ILc,"caudal group of intralaminar nuclei, left",1035186,108,83,103,-15.4,-28.6,10,donor10021,donor10021_sample_769
4506,15,7224,CX,R,"reticular nucleus of thalamus, left",1035167,115,76,103,-23.3,-28.4,18.3,donor10021,donor10021_sample_770
4507,15,7232,CX,ZI,"zona incerta, left",1044284,113,91,107,-20.9,-33.3,1,donor10021,donor10021_sample_771
4400,15,7344,CX,DTM,"medial group of nuclei, left",1036869,102,81,100,-8.7,-25.1,12.1,donor10021,donor10021_sample_772
4291,12,7357,CX,Acb,"nucleus accumbens, left",1041560,99,88,85,-5.5,-9,2.4,donor10021,donor10021_sample_773
4301,12,7373,CX,SptN,"septal nuclei, left",1041581,93,79,83,1.1,-6.3,12.8,donor10021,donor10021_sample_774
4304,12,7381,CX,SptN,"septal nuclei, right",1041582,89,80,81,5.6,-4.1,11.4,donor10021,donor10021_sample_775
4307,12,7389,CX,SI,"substantia innominata, left",1003200,95,80,83,-1.1,-6.4,11.6,donor10021,donor10021_sample_776
4314,12,7302,CX,SI,"substantia innominata, right",1003201,86,81,82,9,-5.2,10.3,donor10021,donor10021_sample_777
4346,12,7310,CX,BLA,"basolateral nucleus, right",1009487,74,108,87,22.7,-11.5,-20.9,donor10021,donor10021_sample_778
4355,12,7318,CX,BMA,"basomedial nucleus, right",1009489,78,105,88,18.2,-12.5,-17.3,donor10021,donor10021_sample_779
4371,12,7326,CX,COMA,"cortico-medial group, right",1009685,80,100,88,15.9,-12.3,-11.4,donor10021,donor10021_sample_780
4254,16,7405,CX,CA1,"CA1 field, left",1025261,116,98,112,-24.1,-39.1,-6.7,donor10021,donor10021_sample_781
4255,16,7413,CX,CA2,"CA2 field, left",1025260,118,95,112,-26.4,-39.1,-3.2,donor10021,donor10021_sample_782
4257,16,7429,CX,CA4,"CA4 field, left",1025284,115,96,111,-23,-37.9,-4.5,donor10021,donor10021_sample_783
4258,16,7437,CX,DG,"dentate gyrus, left",1025285,114,96,111,-21.9,-37.9,-4.5,donor10021,donor10021_sample_784
4281,16,7445,CX,TCd,"tail of caudate nucleus, left",1026442,124,92,113,-33.1,-40.1,0.4,donor10021,donor10021_sample_785
4450,16,7321,CX,DTA,"anterior group of nuclei, right",1027161,86,79,101,9.2,-25.8,14.6,donor10021,donor10021_sample_786
4472,16,7329,CX,DTLv,"lateral group of nuclei, right, ventral division",1034202,68,92,107,29.5,-32.5,-0.1,donor10021,donor10021_sample_787
4483,16,7337,CX,DTP,"posterior group of nuclei, right",1034283,80,91,105,16.1,-30.5,0.9,donor10021,donor10021_sample_788
4487,16,7345,CX,ILr,"rostral group of intralaminar nuclei, right",1046076,86,84,103,9.2,-28.2,8.9,donor10021,donor10021_sample_789
4495,16,7353,CX,LGd,"dorsal lateral geniculate nucleus, right",1044958,77,95,107,19.5,-32.8,-3.6,donor10021,donor10021_sample_790
4499,16,7361,CX,MG,"medial geniculate complex, right",1044974,84,95,106,11.6,-31.9,-3.8,donor10021,donor10021_sample_791
4512,16,7369,CX,R,"reticular nucleus of thalamus, right",1028593,69,86,106,28.4,-31.2,6.9,donor10021,donor10021_sample_792
4499,16,7377,CX,MG,"medial geniculate complex, right",1046083,83,95,106,12.8,-31.8,-3.8,donor10021,donor10021_sample_793
4251,16,7397,CX,S,"subiculum, left",1025262,111,98,110,-18.5,-36.9,-6.9,donor10021,donor10021_sample_794
4282,16,7453,CX,BCd,"body of caudate nucleus, left",1026444,111,71,102,-18.9,-27.1,24,donor10021,donor10021_sample_795
4409,16,7469,CX,DTLd,"lateral group of nuclei, left, dorsal division",1047901,112,87,107,-19.8,-33.2,5.7,donor10021,donor10021_sample_796
4432,16,7485,CX,ILr,"rostral group of intralaminar nuclei, left",1047900,105,81,102,-12.1,-27.3,12.3,donor10021,donor10021_sample_797
4289,12,5050,CX,Pu,"putamen, right",995068,68,83,84,29.2,-7.1,8.2,donor10021,donor10021_sample_831
4298,12,5058,CX,GPe,"globus pallidus, external segment, right",995067,73,85,84,23.6,-7.3,5.8,donor10021,donor10021_sample_832
4282,12,5002,CX,BCd,"body of caudate nucleus, left",995477,101,72,81,-8,-4,20.8,donor10021,donor10021_sample_839
4286,12,5010,CX,BCd,"body of caudate nucleus, right",995474,78,73,83,17.9,-5.8,19.9,donor10021,donor10021_sample_840
9222,12,5018,CX,cc,corpus callosum,995484,87,68,81,7.7,-3.6,25.5,donor10021,donor10021_sample_841
4472,14,7121,CX,DTLv,"lateral group of nuclei, right, ventral division",1029329,79,84,89,16.9,-12.8,7.5,donor10021,donor10021_sample_848
4286,13,7129,CX,BCd,"body of caudate nucleus, right",1035533,81,73,88,14.6,-11.3,20.3,donor10021,donor10021_sample_849
4296,13,7137,CX,GPi,"globus pallidus, internal segment, left",1035534,110,86,93,-17.8,-17.8,5.5,donor10021,donor10021_sample_850
4472,15,7145,CX,DTLv,"lateral group of nuclei, right, ventral division",1034173,77,84,99,19.3,-23.7,8.5,donor10021,donor10021_sample_851
4472,15,7153,CX,DTLv,"lateral group of nuclei, right, ventral division",1036477,76,84,99,20.4,-23.6,8.5,donor10021,donor10021_sample_852
4417,15,7161,CX,DTLv,"lateral group of nuclei, left, ventral division",1035172,111,77,102,-18.8,-27.3,17,donor10021,donor10021_sample_853
4298,12,7177,CX,GPe,"globus pallidus, external segment, right",1036720,78,87,84,18,-7.4,3.5,donor10021,donor10021_sample_855
4464,16,7106,CX,DTLd,"lateral group of nuclei, right, dorsal division",1034195,75,88,105,21.6,-30.3,4.4,donor10021,donor10021_sample_858
4464,16,7114,CX,DTLd,"lateral group of nuclei, right, dorsal division",1042460,77,88,105,19.4,-30.4,4.4,donor10021,donor10021_sample_859
4304,12,5691,CX,SptN,"septal nuclei, right",996329,90,76,82,4.4,-5.1,16.2,donor10021,donor10021_sample_860
4363,13,7049,CX,CeA,"central nucleus, right",1021896,71,96,92,26,-16.4,-6.3,donor10021,donor10021_sample_861
4537,13,7027,CX,Pa,"paraventricular nuclei, right of thalamus, right",1021810,93,88,94,1.3,-18.7,3.3,donor10021,donor10021_sample_862
4395,13,7035,CX,DTA,"anterior group of nuclei, left",1021816,93,81,92,1.2,-16.2,11.3,donor10021,donor10021_sample_863
4417,13,7043,CX,DTLv,"lateral group of nuclei, left, ventral division",1021817,97,81,93,-3.2,-17.4,11.4,donor10021,donor10021_sample_864
4455,13,7051,CX,DTM,"medial group of nuclei, right",1021811,90,85,95,4.7,-19.6,6.9,donor10021,donor10021_sample_865
4534,13,7059,CX,Pa,"paraventricular nuclei, left of thalamus, left",1021983,92,88,94,2.4,-18.6,3.3,donor10021,donor10021_sample_866
4507,13,7067,CX,ZI,"zona incerta, left",1020675,99,91,95,-5.4,-20,-0.2,donor10021,donor10021_sample_867
9074,13,7075,CX,SNC,"substantia nigra, pars compacta, left",1020673,105,98,94,-12,-19.3,-8.5,donor10021,donor10021_sample_868
4400,13,7083,CX,DTM,"medial group of nuclei, left",1021984,93,84,93,1.3,-17.4,7.9,donor10021,donor10021_sample_869
4518,13,7091,CX,Sb,"subthalamic nucleus, left",1020674,102,91,95,-8.7,-20,-0.2,donor10021,donor10021_sample_870
9078,13,7099,CX,SNR,"substantia nigra, pars reticulata, right",1020672,81,99,92,14.9,-16.7,-9.8,donor10021,donor10021_sample_871
4264,13,7073,CX,CA2,"CA2 field, right",1025580,70,103,91,27.2,-15.6,-14.6,donor10021,donor10021_sample_872
4266,13,7081,CX,CA4,"CA4 field, right",1025582,70,106,91,27.2,-15.7,-18.2,donor10021,donor10021_sample_873
4367,13,7089,CX,COMA,"cortico-medial group, left",1025948,116,96,93,-24.4,-18.3,-6.3,donor10021,donor10021_sample_874
4360,13,7097,CX,CeA,"central nucleus, left",1025957,118,97,92,-26.6,-17.3,-7.5,donor10021,donor10021_sample_875
4256,13,7010,CX,CA3,"CA3 field, left",1029979,117,102,92,-25.5,-17.5,-13.4,donor10021,donor10021_sample_876
4299,13,7018,CX,GPi,"globus pallidus, internal segment, right",1034816,76,90,93,20.4,-17.3,0.9,donor10021,donor10021_sample_877
4512,13,7034,CX,R,"reticular nucleus of thalamus, right",1021809,84,81,93,11.3,-17.1,11.4,donor10021,donor10021_sample_878
4573,13,7042,CX,PVH,"paraventricular nucleus of the hypothalamus, left",1034023,93,86,94,1.3,-18.6,5.6,donor10021,donor10021_sample_879
13005,13,7050,CX,LHM,"lateral hypothalamic area, mammillary region, left",1020687,102,96,94,-8.7,-19.2,-6.1,donor10021,donor10021_sample_880
4604,13,7058,CX,PVH,"paraventricular nucleus of the hypothalamus, right",1035504,91,84,95,3.5,-19.6,8.1,donor10021,donor10021_sample_881
13006,13,7066,CX,LHM,"lateral hypothalamic area, mammillary region, right",1020688,84,95,93,11.5,-17.7,-5,donor10021,donor10021_sample_882
4671,13,7074,CX,MB,"mammillary body, left",1023598,103,98,94,-9.8,-19.3,-8.5,donor10021,donor10021_sample_883
4679,13,7082,CX,PHA,"posterior hypothalamic area, left",1020689,98,95,95,-4.2,-20.1,-4.9,donor10021,donor10021_sample_884
4685,13,7090,CX,MB,"mammillary body, right",1020662,107,104,92,-14.2,-17.4,-15.8,donor10021,donor10021_sample_885
4693,13,7098,CX,PHA,"posterior hypothalamic area, right",1020690,87,91,94,8.1,-18.7,-0.2,donor10021,donor10021_sample_886
4450,13,7011,CX,DTA,"anterior group of nuclei, right",1021807,90,79,92,4.6,-16.1,13.7,donor10021,donor10021_sample_887
4260,13,7009,CX,S,"subiculum, right",1026201,75,110,91,21.7,-15.9,-22.9,donor10021,donor10021_sample_888
4263,13,7017,CX,CA1,"CA1 field, right",1025579,75,104,91,21.6,-15.7,-15.8,donor10021,donor10021_sample_889
4285,13,7025,CX,TCd,"tail of caudate nucleus, right",1025471,64,105,91,33.9,-15.5,-17,donor10021,donor10021_sample_890
4346,13,7033,CX,BLA,"basolateral nucleus, right",1023623,71,98,91,26,-15.4,-8.8,donor10021,donor10021_sample_891
4355,13,7041,CX,BMA,"basomedial nucleus, right",1023622,70,98,91,27.2,-15.4,-8.8,donor10021,donor10021_sample_892
4371,13,7057,CX,COMA,"cortico-medial group, right",1025424,71,99,91,26,-15.4,-9.9,donor10021,donor10021_sample_893
4280,4,11278,CX,HCd,"head of caudate nucleus, left",1275919,104,100,74,-13,17,9,donor12876,donor12876_sample_12
4291,4,11254,CX,Acb,"nucleus accumbens, left",1273712,103,117,75,-12,16,-8,donor12876,donor12876_sample_14
4288,4,11341,CX,Pu,"putamen, left",1273711,114,110,74,-23,17,-1,donor12876,donor12876_sample_15
4524,7,14026,CX,Hl,"lateral habenular nucleus, left",1273598,92,104,111,-1,-20,5,donor12876,donor12876_sample_100
4523,7,14018,CX,Hm,"medial habenular nucleus, left",1273619,90,105,111,1,-20,4,donor12876,donor12876_sample_101
4507,7,13986,CX,ZI,"zona incerta, left",1273499,117,109,111,-26,-20,0,donor12876,donor12876_sample_102
9074,6,14163,CX,SNC,"substantia nigra, pars compacta, left",1287469,102,123,100,-11,-9,-14,donor12876,donor12876_sample_103
4518,6,14242,CX,Sb,"subthalamic nucleus, left",1287463,104,114,100,-13,-9,-5,donor12876,donor12876_sample_104
4507,6,14234,CX,ZI,"zona incerta, left",1287465,104,110,100,-13,-9,-1,donor12876,donor12876_sample_105
4432,6,14226,CX,ILr,"rostral group of intralaminar nuclei, left",1287461,97,106,100,-6,-9,3,donor12876,donor12876_sample_106
10151,6,14178,CX,LTu,"lateral tuberal nucleus, left",1298100,104,119,100,-13,-9,-10,donor12876,donor12876_sample_107
4648,6,14241,CX,PeF,"perifornical nucleus, left",1299292,97,121,100,-6,-9,-12,donor12876,donor12876_sample_108
4637,6,14225,CX,VMH,"ventromedial hypothalamic nucleus, left",1294427,98,123,100,-7,-9,-14,donor12876,donor12876_sample_109
4506,6,14209,CX,R,"reticular nucleus of thalamus, left",1287456,109,99,100,-18,-9,10,donor12876,donor12876_sample_110
4417,6,14201,CX,DTLv,"lateral group of nuclei, left, ventral division",1287462,103,101,100,-12,-9,8,donor12876,donor12876_sample_111
4308,6,14177,CX,nbM,"basal nucleus of meynert, left",1300481,116,110,100,-25,-9,-1,donor12876,donor12876_sample_112
4296,6,14169,CX,GPi,"globus pallidus, internal segment, left",1285632,116,106,100,-25,-9,3,donor12876,donor12876_sample_113
4295,6,14161,CX,GPe,"globus pallidus, external segment, left",1285631,119,102,100,-28,-9,7,donor12876,donor12876_sample_114
4593,5,13794,CX,SO,"supraoptic nucleus, left",1267128,101,125,87,-10,4,-16,donor12876,donor12876_sample_115
4311,5,13786,CX,DBh,"nucleus of the diagonal band, left, vertical division",1268422,107,121,87,-16,4,-12,donor12876,donor12876_sample_116
4301,5,13849,CX,SptN,"septal nuclei, left",1282467,96,98,86,-5,5,11,donor12876,donor12876_sample_117
4322,5,14009,CX,Cl,"claustrum, left",1270187,127,108,88,-36,3,1,donor12876,donor12876_sample_118
4310,5,13825,CX,DBv,"nucleus of the diagonal band, left, horizontal division",1272995,99,120,87,-8,4,-11,donor12876,donor12876_sample_119
4440,8,13763,CX,LGd,"dorsal lateral geniculate nucleus, left",1295416,121,111,126,-30,-35,-2,donor12876,donor12876_sample_120
4506,8,13739,CX,R,"reticular nucleus of thalamus, left",1289300,122,104,126,-31,-35,5,donor12876,donor12876_sample_121
4409,8,13699,CX,DTLd,"lateral group of nuclei, left, dorsal division",1295258,109,104,126,-18,-35,5,donor12876,donor12876_sample_122
4288,8,13691,CX,Pu,"putamen, left",1289221,129,102,126,-38,-35,7,donor12876,donor12876_sample_123
4258,8,13762,CX,DG,"dentate gyrus, left",1288532,123,108,126,-32,-35,1,donor12876,donor12876_sample_124
4257,8,13754,CX,CA4,"CA4 field, left",1288537,124,107,126,-33,-35,2,donor12876,donor12876_sample_125
4254,8,13730,CX,CA1,"CA1 field, left",1288898,130,112,126,-39,-35,-3,donor12876,donor12876_sample_126
4329,6,13610,CX,ATZ,"amygdalohippocampal transition zone, left",1288923,112,121,100,-21,-9,-12,donor12876,donor12876_sample_127
4379,6,13586,CX,LA,"lateral nucleus, left",1295329,118,126,100,-27,-9,-17,donor12876,donor12876_sample_128
4342,6,13649,CX,BLA,"basolateral nucleus, left",1295449,116,124,100,-25,-9,-15,donor12876,donor12876_sample_129
4322,6,13641,CX,Cl,"claustrum, left",1288920,128,119,100,-37,-9,-10,donor12876,donor12876_sample_130
4444,7,13706,CX,MG,"medial geniculate complex, left",1283861,110,114,111,-19,-20,-5,donor12876,donor12876_sample_131
4440,7,13690,CX,LGd,"dorsal lateral geniculate nucleus, left",1276104,120,116,111,-29,-20,-7,donor12876,donor12876_sample_132
9708,7,13769,CX,CPLV,choroid plexus of the lateral ventricle,1278937,116,121,111,-25,-20,-12,donor12876,donor12876_sample_133
4281,7,13729,CX,TCd,"tail of caudate nucleus, left",1278931,127,120,111,-36,-20,-11,donor12876,donor12876_sample_134
4258,7,13721,CX,DG,"dentate gyrus, left",1278237,121,123,111,-30,-20,-14,donor12876,donor12876_sample_135
4255,7,13697,CX,CA2,"CA2 field, left",1278251,123,121,111,-32,-20,-12,donor12876,donor12876_sample_136
4254,7,13689,CX,CA1,"CA1 field, left",1278252,127,124,111,-36,-20,-15,donor12876,donor12876_sample_137
4322,6,13601,CX,Cl,"claustrum, left",1277586,129,101,100,-38,-9,8,donor12876,donor12876_sample_138
4428,7,13979,CX,DTP,"posterior group of nuclei, left",1297220,110,108,111,-19,-20,1,donor12876,donor12876_sample_142
4409,7,14042,CX,DTLd,"lateral group of nuclei, left, dorsal division",1273591,109,100,111,-18,-20,9,donor12876,donor12876_sample_143
9067,7,14010,CX,VTA,"ventral tegmental area, left",1310423,92,109,111,-1,-20,0,donor12876,donor12876_sample_144
9054,7,14002,CX,RN,"red nucleus, left",1278156,99,111,111,-8,-20,-2,donor12876,donor12876_sample_145
4518,7,13994,CX,Sb,"subthalamic nucleus, left",1277588,118,109,111,-27,-20,0,donor12876,donor12876_sample_146
4506,7,13978,CX,R,"reticular nucleus of thalamus, left",1273592,117,100,111,-26,-20,9,donor12876,donor12876_sample_147
4437,7,13970,CX,ILc,"caudal group of intralaminar nuclei, left",1273590,102,105,111,-11,-20,4,donor12876,donor12876_sample_148
4432,7,14057,CX,ILr,"rostral group of intralaminar nuclei, left",1282300,100,99,111,-9,-20,10,donor12876,donor12876_sample_149
4417,7,14049,CX,DTLv,"lateral group of nuclei, left, ventral division",1273586,115,104,111,-24,-20,5,donor12876,donor12876_sample_150
4400,7,14041,CX,DTM,"medial group of nuclei, left",1297219,96,102,111,-5,-20,7,donor12876,donor12876_sample_151
4395,7,14033,CX,DTA,"anterior group of nuclei, left",1273593,101,96,111,-10,-20,13,donor12876,donor12876_sample_152
4282,7,14025,CX,BCd,"body of caudate nucleus, left",1273581,115,88,111,-24,-20,21,donor12876,donor12876_sample_153
9075,6,14250,CX,SNR,"substantia nigra, pars reticulata, left",1287468,104,122,100,-13,-9,-13,donor12876,donor12876_sample_154
4669,6,14218,CX,SuM,"supramammillary nucleus, left",1310412,97,122,100,-6,-9,-13,donor12876,donor12876_sample_155
4679,6,14210,CX,PHA,"posterior hypothalamic area, left",1294334,97,119,100,-6,-9,-10,donor12876,donor12876_sample_156
4675,6,14202,CX,LM,"lateral mammillary nucleus, left",1299316,100,122,100,-9,-9,-13,donor12876,donor12876_sample_157
13005,6,14194,CX,LHM,"lateral hypothalamic area, mammillary region, left",1294332,98,122,100,-7,-9,-13,donor12876,donor12876_sample_158
4672,6,14186,CX,MM,"medial mammillary nucleus, left",1294027,97,123,100,-6,-9,-14,donor12876,donor12876_sample_159
4395,6,14170,CX,DTA,"anterior group of nuclei, left",1302809,97,98,100,-6,-9,11,donor12876,donor12876_sample_160
13008,6,14162,CX,LHT,"lateral hypothalamic area, tuberal region, left",1299249,102,118,100,-11,-9,-9,donor12876,donor12876_sample_161
4667,6,14249,CX,TM,"tuberomammillary nucleus, left",1298073,100,124,100,-9,-9,-15,donor12876,donor12876_sample_162
4641,6,14233,CX,DMH,"dorsomedial hypothalamic nucleus, left",1294428,96,121,100,-5,-9,-12,donor12876,donor12876_sample_163
4400,6,14193,CX,DTM,"medial group of nuclei, left",1287460,93,105,100,-2,-9,4,donor12876,donor12876_sample_164
4395,6,14185,CX,DTA,"anterior group of nuclei, left",1287457,96,98,100,-5,-9,11,donor12876,donor12876_sample_165
4637,5,13826,CX,VMH,"ventromedial hypothalamic nucleus, left",1296195,97,124,87,-6,4,-15,donor12876,donor12876_sample_166
4641,5,13818,CX,DMH,"dorsomedial hypothalamic nucleus, left",1296194,95,119,87,-4,4,-10,donor12876,donor12876_sample_167
4573,5,13810,CX,PVH,"paraventricular nucleus of the hypothalamus, left",1268626,94,114,86,-3,5,-5,donor12876,donor12876_sample_168
4596,5,13802,CX,LHA,"lateral hypothalamic area, anterior region, left",1270882,101,118,87,-10,4,-9,donor12876,donor12876_sample_169
4542,5,13865,CX,PrOR,"preoptic region, left",1281413,96,116,86,-5,5,-7,donor12876,donor12876_sample_170
4313,5,13857,CX,BST,"bed  nucleus of stria terminalis, left",1270883,97,108,86,-6,5,1,donor12876,donor12876_sample_171
4301,5,14017,CX,SptN,"septal nuclei, left",1282467,95,98,86,-4,5,11,donor12876,donor12876_sample_172
10145,5,13841,CX,OlfT,"olfactory tubercle, left",1281431,109,122,87,-18,4,-13,donor12876,donor12876_sample_173
4322,5,13833,CX,Cl,"claustrum, left",1270187,126,108,88,-35,3,1,donor12876,donor12876_sample_174
4291,5,13817,CX,Acb,"nucleus accumbens, left",1273948,104,119,87,-13,4,-10,donor12876,donor12876_sample_175
4409,8,13755,CX,DTLd,"lateral group of nuclei, left, dorsal division",1295444,108,104,126,-17,-35,5,donor12876,donor12876_sample_176
9708,8,13747,CX,CPLV,choroid plexus of the lateral ventricle,1288543,124,102,126,-33,-35,7,donor12876,donor12876_sample_177
4444,8,13731,CX,MG,"medial geniculate complex, left",1294065,108,109,126,-17,-35,0,donor12876,donor12876_sample_178
4440,8,13723,CX,LGd,"dorsal lateral geniculate nucleus, left",1289292,120,111,126,-29,-35,-2,donor12876,donor12876_sample_179
4428,8,13715,CX,DTP,"posterior group of nuclei, left",1294066,107,108,126,-16,-35,1,donor12876,donor12876_sample_180
4256,8,13746,CX,CA3,"CA3 field, left",1288533,123,106,126,-32,-35,3,donor12876,donor12876_sample_181
4255,8,13738,CX,CA2,"CA2 field, left",1288534,120,101,126,-29,-35,8,donor12876,donor12876_sample_182
4251,8,13722,CX,S,"subiculum, left",1288900,116,109,126,-25,-35,0,donor12876,donor12876_sample_183
4254,6,13634,CX,CA1,"CA1 field, left",1289062,118,133,100,-27,-9,-24,donor12876,donor12876_sample_184
4254,6,13626,CX,CA1,"CA1 field, left",1288915,117,133,100,-26,-9,-24,donor12876,donor12876_sample_185
4251,6,13618,CX,S,"subiculum, left",1288914,109,135,100,-18,-9,-26,donor12876,donor12876_sample_186
4360,6,13809,CX,CeA,"central nucleus, left",1295458,119,117,100,-28,-9,-8,donor12876,donor12876_sample_187
4360,6,13594,CX,CeA,"central nucleus, left",1293191,118,117,100,-27,-9,-8,donor12876,donor12876_sample_188
4379,6,13673,CX,LA,"lateral nucleus, left",1288928,117,126,100,-26,-9,-17,donor12876,donor12876_sample_189
4367,6,13665,CX,COMA,"cortico-medial group, left",1288924,115,117,100,-24,-9,-8,donor12876,donor12876_sample_190
4351,6,13657,CX,BMA,"basomedial nucleus, left",1295450,116,120,100,-25,-9,-11,donor12876,donor12876_sample_191
9708,7,13682,CX,CPLV,choroid plexus of the lateral ventricle,1278939,115,121,111,-24,-20,-12,donor12876,donor12876_sample_192
9074,7,13753,CX,SNC,"substantia nigra, pars compacta, left",1283335,109,118,111,-18,-20,-9,donor12876,donor12876_sample_193
4256,7,13705,CX,CA3,"CA3 field, left",1278250,120,121,111,-29,-20,-12,donor12876,donor12876_sample_194
4251,7,13681,CX,S,"subiculum, left",1278253,118,129,111,-27,-20,-20,donor12876,donor12876_sample_195
4322,7,13625,CX,Cl,"claustrum, left",1278659,130,106,110,-39,-19,3,donor12876,donor12876_sample_196
4288,7,13609,CX,Pu,"putamen, left",1281026,125,102,110,-34,-19,7,donor12876,donor12876_sample_197
4417,8,13707,CX,DTLv,"lateral group of nuclei, left, ventral division",1293937,121,105,126,-30,-35,4,donor12876,donor12876_sample_198
4282,8,13683,CX,BCd,"body of caudate nucleus, left",1290962,129,105,126,-38,-35,4,donor12876,donor12876_sample_199
4281,8,13770,CX,TCd,"tail of caudate nucleus, left",1289315,131,109,126,-40,-35,0,donor12876,donor12876_sample_200
9222,4,11270,CX,cc,corpus callosum,1282406,97,112,75,-6,16,-3,donor12876,donor12876_sample_221
9222,3,11317,CX,cc,corpus callosum,1266197,97,105,63,-6,28,4,donor12876,donor12876_sample_222
4280,3,11301,CX,HCd,"head of caudate nucleus, left",1266728,108,106,61,-17,30,3,donor12876,donor12876_sample_224
4280,4,11333,CX,HCd,"head of caudate nucleus, left",1273710,103,100,74,-12,17,9,donor12876,donor12876_sample_282
4288,6,13945,CX,Pu,"putamen, left",1293102,123,99,100,-32,-9,10,donor12876,donor12876_sample_331
4282,6,13937,CX,BCd,"body of caudate nucleus, left",1293103,112,88,100,-21,-9,21,donor12876,donor12876_sample_332
9222,5,13929,CX,cc,corpus callosum,1282405,97,92,86,-6,5,17,donor12876,donor12876_sample_333
4296,5,13921,CX,GPi,"globus pallidus, internal segment, left",1270180,107,112,86,-16,5,-3,donor12876,donor12876_sample_334
4295,5,13913,CX,GPe,"globus pallidus, external segment, left",1270179,113,107,87,-22,4,2,donor12876,donor12876_sample_335
4288,5,13905,CX,Pu,"putamen, left",1270178,121,103,87,-30,4,6,donor12876,donor12876_sample_336
4282,5,13897,CX,BCd,"body of caudate nucleus, left",1270181,105,93,86,-14,5,16,donor12876,donor12876_sample_337
9222,8,13410,CX,cc,corpus callosum,1282396,103,94,125,-12,-34,15,donor12876,donor12876_sample_340
4296,7,126439333,CX,GPi,"globus pallidus, internal segment, left",114356712,104,108,88,-13,3,1,donor14380,donor14380_sample_1
4280,6,126432214,CX,HCd,"head of caudate nucleus, left",1403564,101,100,77,-10,14,9,donor14380,donor14380_sample_13
4308,7,127687508,CX,nbM,"basal nucleus of meynert, left",114356722,108,121,87,-17,4,-12,donor14380,donor14380_sample_46
4641,8,127687855,CX,DMH,"dorsomedial hypothalamic nucleus, left",113556744,100,111,98,-9,-7,-2,donor14380,donor14380_sample_63
4440,10,139379729,CX,LGd,"dorsal lateral geniculate nucleus, left",111263691,117,114,117,-26,-26,-5,donor14380,donor14380_sample_64
4288,10,139379898,CX,Pu,"putamen, left",113266299,129,111,117,-38,-26,-2,donor14380,donor14380_sample_65
4281,10,139379882,CX,TCd,"tail of caudate nucleus, left",1406550,127,114,117,-36,-26,-5,donor14380,donor14380_sample_66
4257,10,139379850,CX,CA4,"CA4 field, left",112954868,121,118,117,-30,-26,-9,donor14380,donor14380_sample_67
4255,10,139379810,CX,CA2,"CA2 field, left",113044491,126,116,117,-35,-26,-7,donor14380,donor14380_sample_68
4440,10,139379780,CX,LGd,"dorsal lateral geniculate nucleus, left",111263692,116,114,117,-25,-26,-5,donor14380,donor14380_sample_69
4257,10,139379764,CX,CA4,"CA4 field, left",113266083,120,118,117,-29,-26,-9,donor14380,donor14380_sample_70
9079,10,139379762,CX,PTec,pretectal region,113615317,103,104,117,-12,-26,5,donor14380,donor14380_sample_71
9004,10,139379880,CX,CGMB,"central gray substance of midbrain, left",111350082,100,105,117,-9,-26,4,donor14380,donor14380_sample_72
4437,10,139379848,CX,ILc,"caudal group of intralaminar nuclei, left",112613974,105,101,117,-14,-26,8,donor14380,donor14380_sample_73
4417,10,139379792,CX,DTLv,"lateral group of nuclei, left, ventral division",112946261,112,99,117,-21,-26,10,donor14380,donor14380_sample_74
4409,10,139379776,CX,DTLd,"lateral group of nuclei, left, dorsal division",111353032,108,99,117,-17,-26,10,donor14380,donor14380_sample_75
4400,10,139379760,CX,DTM,"medial group of nuclei, left",112954512,101,95,117,-10,-26,14,donor14380,donor14380_sample_76
4288,10,139379725,CX,Pu,"putamen, left",113186801,122,102,118,-31,-27,7,donor14380,donor14380_sample_77
9004,10,139379896,CX,CGMB,"central gray substance of midbrain, left",113819219,99,105,117,-8,-26,4,donor14380,donor14380_sample_78
4444,10,139379727,CX,MG,"medial geniculate complex, left",113819220,110,111,117,-19,-26,-2,donor14380,donor14380_sample_79
9074,9,139379908,CX,SNC,"substantia nigra, pars compacta, left",111937781,104,119,109,-13,-18,-10,donor14380,donor14380_sample_80
9054,9,139379774,CX,RN,"red nucleus, left",111937779,98,118,109,-7,-18,-9,donor14380,donor14380_sample_81
9031,9,139379862,CX,3,"oculomotor nuclear complex, left",111938333,93,117,109,-2,-18,-8,donor14380,donor14380_sample_82
4518,9,139379892,CX,Sb,"subthalamic nucleus, left",111887279,107,111,109,-16,-18,-2,donor14380,donor14380_sample_83
4507,9,139379876,CX,ZI,"zona incerta, left",111938330,107,112,109,-16,-18,-3,donor14380,donor14380_sample_84
4506,9,139379860,CX,R,"reticular nucleus of thalamus, left",112157619,111,98,109,-20,-18,11,donor14380,donor14380_sample_85
